matricula,data_inicio_execucao,equipamento,trabalho_real
90,14/12/2023,10000168,1
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,3/1/2024,10000168,1
90,3/1/2024,10000168,1
90,3/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,18/1/2024,10000168,1
90,15/12/2023,10000168,1
90,15/12/2023,10000168,
90,15/12/2023,10000168,
90,15/12/2023,10000168,
90,15/12/2023,10000168,1
90,15/12/2023,10000168,1
90,15/12/2023,10000168,1
90,15/12/2023,10000168,1
90,16/12/2023,10000168,1
90,16/12/2023,10000168,1
90,16/12/2023,10000168,1
90,16/12/2023,10000168,1
90,16/12/2023,10000168,1
90,16/12/2023,10000168,1
90,17/12/2023,10000168,1
90,17/12/2023,10000168,1
90,17/12/2023,10000168,1
90,17/12/2023,10000168,1
90,17/12/2023,10000168,1
90,18/12/2023,10000168,1
90,18/12/2023,10000168,1
90,18/12/2023,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,12/12/2023,10000168,1
90,19/12/2023,10000168,1
90,19/12/2023,10000168,1
90,19/12/2023,10000168,1
90,19/12/2023,10000168,1
90,19/12/2023,10000168,1
90,19/12/2023,10000168,1
90,19/12/2023,10000168,1
90,19/12/2023,10000168,1
90,19/12/2023,10000168,1
90,19/12/2023,10000168,1
90,22/12/2023,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,21/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,17/1/2024,10000168,1
90,16/1/2024,10000168,1
90,17/1/2024,10000168,1
90,16/1/2024,10000168,1
90,16/1/2024,10000168,1
90,23/1/2024,10000168,1
90,25/1/2024,10000168,1
90,25/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,19/1/2024,10000168,1
90,18/1/2024,10000168,1
90,21/1/2024,10000168,1
90,21/1/2024,10000168,1
90,21/1/2024,10000168,1
90,21/1/2024,10000168,1
90,21/1/2024,10000168,1
90,21/1/2024,10000168,1
90,21/1/2024,10000168,
90,21/1/2024,10000168,1
90,21/1/2024,10000168,1
90,21/1/2024,10000168,1
90,22/1/2024,10000168,1
90,22/1/2024,10000168,1
90,22/1/2024,10000168,1
90,22/1/2024,10000168,1
90,22/1/2024,10000168,1
90,22/1/2024,10000168,1
90,22/1/2024,10000168,1
90,22/1/2024,10000168,1
90,23/1/2024,10000168,1
90,4/1/2024,10000168,1
90,16/12/2023,10000168,1
90,16/12/2023,10000168,1
90,13/12/2023,10000168,
90,4/1/2024,10000168,1
90,4/1/2024,10000168,1
90,12/1/2024,10000168,1
90,17/1/2024,10000168,1
90,25/1/2024,10000168,1
90,7/12/2023,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,21/1/2024,10000168,1
90,4/1/2024,10000168,1
90,13/12/2023,10000168,1
90,13/12/2023,10000168,
90,13/12/2023,10000168,1
90,13/12/2023,10000168,
90,13/12/2023,10000168,1
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,1
90,13/12/2023,10000168,
90,13/12/2023,10000168,1
90,13/12/2023,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,14/12/2023,10000168,1
90,14/12/2023,10000168,1
90,14/12/2023,10000168,1
90,14/12/2023,10000168,1
90,14/12/2023,10000168,1
90,23/1/2024,10000168,1
90,8/12/2023,10000168,1
90,23/1/2024,10000168,1
90,9/12/2023,10000168,1
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,23/1/2024,10000168,1
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,
90,14/12/2023,10000168,1
90,14/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,1
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,22/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,23/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,17/1/2024,10000168,1
90,6/12/2023,10000168,1
90,6/12/2023,10000168,1
90,17/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,7/12/2023,10000168,1
90,7/12/2023,10000168,1
90,7/12/2023,10000168,1
90,18/1/2024,10000168,1
90,18/1/2024,10000168,1
90,7/12/2023,10000168,1
90,7/12/2023,10000168,1
90,7/12/2023,10000168,1
90,7/12/2023,10000168,1
90,7/12/2023,10000168,1
90,7/12/2023,10000168,1
90,7/12/2023,10000168,
90,7/12/2023,10000168,1
90,7/12/2023,10000168,1
90,7/12/2023,10000168,1
90,13/12/2023,10000168,1
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,
90,13/12/2023,10000168,1
348594,14/9/2024,,"0,6"
348594,14/9/2024,,"0,2"
348594,14/9/2024,,"0,1"
348594,14/9/2024,,"1,8"
348594,14/9/2024,,"1,2"
348594,14/9/2024,,"0,2"
,23/5/2024,10000008,"70,2"
,23/5/2024,10000008,1
,23/5/2024,10000013,"10,2"
,23/5/2024,10000051,"0,5"
,23/5/2024,10000051,"10,2"
,23/5/2024,10000059,1
